link;produk;harga;layar;chipset;memori;ram;kamera;os;rating
https://www.hallogsm.com/harga-hp/vivo-y58/;Vivo Y58;Rp3.899.000;IPS LCD 6.72 inci;Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm);128 GB;8 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 14;8
https://www.hallogsm.com/harga-hp/realme-gt-6/;Realme GT 6;Rp7.999.000;LTPO AMOLED 6.78 inci;Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm);256 GB / 512 GB;12 GB / 16 GB;Belakang Triple 50 MP + 50 MP + 8 MP, Depan 32 MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/oppo-reno12-pro-china/;Oppo Reno12 Pro (China);Rp7.599.000;AMOLED 6.7 inci;Mediatek Dimensity 9200+ (4 nm);256 GB / 512 GB;12 GB / 16 GB;Belakang Triple 50 MP + 50 MP + 8 MP, Depan 50 MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/oppo-reno12-china/;Oppo Reno12 (China);Rp6.099.000;AMOLED 6.7 inci;Mediatek Dimensity 8250 (4 nm);256 GB / 512 GB;12 GB / 16 GB;Belakang Triple 50 MP + 50 MP + 8 MP, Depan 50 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/motorola-moto-e14/;Motorola Moto E14;Rp1.199.000;IPS LCD 6.56 inci;Unisoc T606 (12 nm);64 GB;2 GB;Belakang 13 MP, Depan 5 MP;Android 14 (Go edition);8
https://www.hallogsm.com/harga-hp/tecno-spark-20-pro-5g/;Tecno Spark 20 Pro 5G;Rp3.199.000;IPS LCD 6.78 inci;Mediatek Dimensity 6080 (6 nm);256 GB;8 GB;Belakang Dual 108 MP + 2 MP, Depan 8 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/honor-x6b/;Honor X6b;Rp9.999.999;TFT LCD 6.56 inci;Mediatek Helio G85 (12 nm);128 GB / 256 GB;4 GB / 6 GB;Belakang Dual 50 MP + 2 MP, Depan 5 MP;Android 14;7.6
https://www.hallogsm.com/harga-hp/honor-magic-v-flip/;Honor Magic V Flip;Rp9.999.999;Foldable LTPO OLED 6,94 inci;Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Dual 50 MP + 12 MP, Depan 10.7 MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/htc-u24-pro/;HTC U24 Pro;Rp9.599.000;OLED 6.8 inci;Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm);256 GB / 512 GB;12 GB;Belakang Triple 50 MP + 12 MP + 8 MP, Depan 32 MP;Android 14;8
https://www.hallogsm.com/harga-hp/huawei-matepad-se-11/;Huawei MatePad SE 11;Rp2.799.000;IPS LCD 11.0 inci;Belum Diketahui;64 GB / 128 GB;4 GB / 6 GB / 8 GB;Belakang 8 MP, Depan 5 MP;HarmonyOS 2.0;7.8
https://www.hallogsm.com/harga-hp/oppo-f27-pro-plus/;Oppo F27 Pro+;Rp5.499.000;AMOLED 6.67 inci;Mediatek Dimensity 7050 (6 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 64 MP + 2 MP, Depan 8 MP;Android 14;7.8
https://www.hallogsm.com/harga-hp/tecno-spark-20p/;Tecno Spark 20P;Rp9.999.999;IPS LCD 6.6 inci;Mediatek MT6769Z Helio G85 (12nm);256 GB;4 GB;Belakang Dual 50 MP + 0.08 MP, Depan 32 MP;Android 13;7.6
https://www.hallogsm.com/harga-hp/vivo-v40/;Vivo V40;Rp6.499.000;AMOLED 6.78 inci;Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 50 MP + 50 MP, Depan 50 MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/xiaomi-poco-m6-plus/;Xiaomi Poco M6 Plus;Rp9.999.999;IPS LCD 6.79 inci;Qualcomm SM4450 Snapdragon 4+ Gen 2 (4 nm);128 GB / 256 GB / 512 GB;6 GB / 8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 14;8
https://www.hallogsm.com/harga-hp/xiaomi-poco-m6-4g/;Xiaomi Poco M6 4G;Rp1.999.000;IPS LCD 6.79 inci;Mediatek Helio G91 Ultra (12 nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Dual 108 MP + 2 MP, Depan 13 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/motorola-edge-2024/;Motorola Edge (2024);Rp8.999.000;P-OLED 6.6 inci;Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);256 GB;8 GB;Belakang Dual 50 MP + 13 MP, Depan 32 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/xiaomi-14-civi/;Xiaomi 14 Civi;Rp9.999.999;AMOLED 6.55 inci;Qualcomm Snapdragon 8s Gen 3 (4 nm);256 GB / 512 GB;12 GB / 16 GB;Belakang Triple 50 MP + 50 MP + 12 MP, Depan Dual 32 MP + 32 MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/xiaomi-redmi-13/;Xiaomi Redmi 13;Rp1.999.000;IPS LCD 6.79 inci;Mediatek Helio G91 Ultra;128 GB / 256 GB;6 GB / 8 GB;Belakang Dual 108 MP + 2 MP, Depan 13 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/vivo-iqoo-pad2-pro/;Vivo iQOO Pad2 Pro;Rp7.699.000;IPS LCD 13.0 inci;Mediatek Dimensity 9300+ (4 nm);256 GB / 512 GB;8 GB / 12 GB / 16 GB;Belakang 13 MP, Depan 8 MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/vivo-iqoo-pad2/;Vivo iQOO Pad2;Rp5.599.000;IPS LCD 12.1 inci;Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang 8 MP, Depan 5 MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/vivo-s19-pro/;Vivo S19 Pro;Rp7.499.000;AMOLED 6.78 inci;Mediatek Dimensity 9200+ (4 nm);256 GB / 512 GB;8 GB / 12 GB / 16 GB;8 GB / 12 GB / 16 GB;Android 14;8.4
https://www.hallogsm.com/harga-hp/vivo-s19/;Vivo S19;Rp5.699.000;AMOLED 6.78 inci;Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm);256 GB / 512 GB;8 GB / 12 GB / 16 GB;Belakang Dual 50 MP + 8 MP, Depan 50 MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/xiaomi-redmi-pad-pro-5g/;Xiaomi Redmi Pad Pro 5G;Rp4.599.000;IPS LCD 12.1 inci;Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Single 8 MP, Depan 8 MP;Android 14;7.8
https://www.hallogsm.com/harga-hp/realme-c63/;Realme C63;Rp1.999.000;IPS LCD 6.74 inci;Unisoc Tiger T612 (12 nm);128 GB;6 GB / 8 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/huawei-enjoy-70s/;Huawei Enjoy 70S;Rp2.699.000;IPS LCD 6.75 inci;Kirin 710A (14 nm);128 GB / 256 GB;8 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;HarmonyOS 4.0;7.8
https://www.hallogsm.com/harga-hp/itel-pad-2/;Itel Pad 2;Rp1.699.000;IPS 10.1 inci;Unisoc T606 (12 nm);128 GB;4 GB;Belakang 8 MP, Depan 8 MP;Android 12 (Go edition);7.4
https://www.hallogsm.com/harga-hp/vivo-y28/;Vivo Y28;Rp2.399.000;IPS LCD 6.68 inci;Mediatek Helio G85 (12nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 14;8
https://www.hallogsm.com/harga-hp/honor-200-pro/;Honor 200 Pro;Rp7.799.000;OLED 6.78 inci;Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 50 MP + 50 MP + 12 MP, Depan Ganda 50 MP + 2 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/honor-200/;Honor 200;Rp5.599.000;OLED 6.7 inci;Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm);256 GB / 512 GB;8 GB / 12 GB / 16 GB;Belakang Triple 50 MP + 50 MP + 12 MP, Depan 50 MP;Android 14;8
https://www.hallogsm.com/harga-hp/vivo-y36t/;Vivo Y36t;Rp1.899.000;IPS LCD 6.56 inci;Mediatek MT6769Z Helio G85 (12nm);128 GB;6 GB;Belakang Dual 50 MP + 0.08 MP, Depan 8 MP;Android 14;7.4
https://www.hallogsm.com/harga-hp/xiaomi-redmi-a3x/;Xiaomi Redmi A3x;Rp1.199.000;IPS LCD 6.71 inci;Unisoc T603;64 GB;3 GB;Belakang Single 8 MP, Depan 5 MP;Android 14;7.8
https://www.hallogsm.com/harga-hp/hmd-aura/;HMD Aura;Rp1.999.000;IPS LCD 6.56 inci;Unisoc SC9863A1 (28nm);64 GB;4 GB;Belakang Single 13 MP, Depan 5 MP;Android 13;8
https://www.hallogsm.com/harga-hp/xiaomi-poco-f6-pro/;Xiaomi Poco F6 Pro;Rp9.199.000;OLED 6.67 inci;Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);256 GB / 1 TB;12 GB / 16 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 16 MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/xiaomi-poco-f6/;Xiaomi Poco F6;Rp4.899.000;AMOLED 6.67 inci;Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 50 MP + 8 MP, Depan 20 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/oppo-reno12-pro/;Oppo Reno12 Pro;Rp7.599.000;AMOLED 6.7 inci;Mediatek Dimensity 9200+ (4 nm);256 GB / 512 GB;12 GB / 16 GB;Belakang Triple 50 MP + 50 MP + 8 MP, Depan 50 MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/oppo-reno12/;Oppo Reno12;Rp8.899.000;AMOLED 6.7 inci;Mediatek Dimensity 7300 Energy (4 nm);256 GB / 512 GB;12 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 32 MP;Android 14;8
https://www.hallogsm.com/harga-hp/realme-narzo-n65/;Realme Narzo N65;Rp2.299.000;IPS LCD 6.67 inci;Mediatek Dimensity 6300 (6 nm);64 GB / 128 GB;4 GB / 6 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 14;7.8
https://www.hallogsm.com/harga-hp/infinix-note-40-5g/;Infinix Note 40 5G;Rp3.899.000;AMOLED 6.78 inci;Mediatek Dimensity 7020 (6 nm);512 GB;12 GB;Belakang Triple 108 MP + 2 MP + 2 MP, Depan 32 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/vivo-iqoo-z9-5g/;Vivo iQOO Z9 5G;Rp3.999.000;AMOLED 6.78 inci;Qualcomm Snapdragon 7 Gen 3 (4 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 16 MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/vivo-y200-pro/;Vivo Y200 Pro;Rp4.899.000;AMOLED 6.78 inci;Qualcomm SM6375 Snapdragon 695 5G (6 nm);128 GB;8 GB;Belakang Dual 64 MP + 2 MP, Depan 8 MP;Android 13;8.2
https://www.hallogsm.com/harga-hp/vivo-y200-china/;Vivo Y200 (China);Rp4.499.000;AMOLED 6.78 inci;Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 14;7.8
https://www.hallogsm.com/harga-hp/vivo-iqoo-neo9s-pro/;Vivo iQOO Neo9S Pro;Rp5.999.000;LTPO AMOLED 6.78 inci;Mediatek Dimensity 9300+ (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Dual 50 MP + 50 MP, Depan 16 MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/vivo-y200-gt/;Vivo Y200 GT;Rp3.399.000;AMOLED 6.78 inci;Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 50 MP + 8 MP, Depan 16 MP;Android 14;8.6
https://www.hallogsm.com/harga-hp/vivo-y200t/;Vivo Y200t;Rp2.499.000;IPS LCD 6.72 inci;Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 14;7.8
https://www.hallogsm.com/harga-hp/xiaomi-poco-pad/;Xiaomi Poco Pad;Rp3.999.000;IPS LCD 12.1 inci;Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Single 8 MP, Depan 8MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/motorola-moto-x50-ultra/;Motorola Moto X50 Ultra;Rp8.899.000;P-OLED 6.7 inci;Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 50 MP + 64 MP + 50 MP, Depan 50 MP;Android 14;8.6
https://www.hallogsm.com/harga-hp/meizu-21-note/;Meizu 21 Note;Rp5.799.000;LTPO OLED 6.78 inci;Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);256 GB / 512 GB;16 GB;Belakang Dual 50 MP + 13 MP, Depan 16 MP;Flyme OS;8.4
https://www.hallogsm.com/harga-hp/hmd-t21/;HMD T21;Rp5.299.000;IPS LCD 10.36 inci;Unisoc Tiger T612 (12 nm);64 GB / 128 GB;4 GB;Belakang 8 MP, Depan 8 MP;Android 12;7.4
