link;produk;harga;layar;chipset;memori;ram;kamera;os;rating
https://www.hallogsm.com/harga-hp/vivo-y300i/;Vivo Y300i;Rp3.399.000;IPS LCD 6.68 inci;Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Single 50 MP, Depan 5 MP;Android 15;8
https://www.hallogsm.com/harga-hp/vivo-y04/;Vivo Y04;Rp1.699.000;IPS LCD 6.74 inci;Unisoc T7225 (12 nm);64 GB / 128 GB;4 GB;Belakang Dual 13 MP + 0.08 MP, Depan 5 MP;Android 14;7.6
https://www.hallogsm.com/harga-hp/zte-nubia-focus-2-ultra/;ZTE Nubia Focus 2 Ultra;Rp5.399.000;AMOLED 6.8 inci;Unisoc T760 (6 nm);512 GB;8 GB;Belakang Triple 50 MP + 2 MP + 0.08 MP, Depan 32 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/zte-nubia-focus-2/;ZTE Nubia Focus 2;Rp2.699.000;IPS LCD 6.7 inci;Unisoc T760 (6 nm);256 GB;8 GB;Belakang Triple 108 MP + 2 MP + 0.08 MP, Depan 16 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/zte-nubia-neo-3-gt/;ZTE Nubia Neo 3 GT;Rp4.499.000;AMOLED 6.8 inci;Unisoc T9100 (6 nm);256 GB;12 GB;Belum Diketahui;Android 15;8.2
https://www.hallogsm.com/harga-hp/zte-nubia-neo-3/;ZTE Nubia Neo 3;Rp3.499.000;AMOLED 6.8 inci;Unisoc T8300 (6 nm);128 GB;8 GB;Belakang Dual 50 MP + 2 MP, Depan 16 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/zte-nubia-flip2/;ZTE Nubia Flip2;Rp6.799.000;Foldable OLED 6.9 inci;Mediatek Dimensity 7300X (4 nm);128 GB / 256 GB / 512 GB;6 GB / 8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 32 MP;Android 14;7.8
https://www.hallogsm.com/harga-hp/zte-blade-v70-max/;ZTE Blade V70 Max;Rp1.399.000;IPS LCD 6.9 inci;Unisoc T606 (12 nm);128 GB;6 GB / 8 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/zte-nubia-music-2/;ZTE Nubia Music 2;Rp1.499.000;IPS LCD 6.7 inci;Unisoc T7200 (12 nm);128 GB;4 GB;Belakang Dual 50 MP + 0.08 MP, Depan 5 MP;Android 14;7.8
https://www.hallogsm.com/harga-hp/realme-14-pro-lite/;Realme 14 Pro Lite;Rp4.199.000;AMOLED 6.7 inci;Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);128 GB / 256 GB;8 GB;Belakang Dual 50 MP + 8 MP, Depan 32 MP;Android 14;8
https://www.hallogsm.com/harga-hp/nothing-phone-3a-pro/;Nothing Phone (3a) Pro;Rp6.399.000;AMOLED 6.77 inci;Qualcomm SM7635 Snapdragon 7s Gen 3 (4 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang Triple 50 MP + 50 MP + 8 MP, Depan 50 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/nothing-phone-3a/;Nothing Phone (3a);Rp4.699.000;AMOLED 6.77 inci;Qualcomm SM7635 Snapdragon 7s Gen 3 (4 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang Triple 50 MP + 50 MP + 8 MP, Depan 32 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/infinix-note-50-pro-4g/;Infinix Note 50 Pro 4G;Rp2.999.000;AMOLED 6.78 inci;Mediatek Helio G100 Ultimate (6 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 50 MP + 8 MP, Depan 32 MP;Android 15;8
https://www.hallogsm.com/harga-hp/infinix-note-50-4g/;Infinix Note 50 4G;Rp2.699.000;AMOLED 6.78 inci;Mediatek Helio G100 Ultimate (6 nm);256 GB;8 GB;Belakang Dual 50 MP + 2 MP, Depan 13 MP;Android 15;8
https://www.hallogsm.com/harga-hp/vivo-t4x-5g/;Vivo T4x 5G;Rp2.699.000;PLS LCD 6.72 inci;Mediatek Dimensity 7300 (4 nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 15;8
https://www.hallogsm.com/harga-hp/apple-ipad-air-13-2025/;Apple iPad Air 13 (2025);Rp16.499.000;Liquid Retina IPS LCD 13.0 inci;Apple M3;128 GB / 256 GB / 512 GB / 1 TB;8 GB;Belakang 12 MP, Depan 12 MP;iPadOS 18.3.1;8.2
https://www.hallogsm.com/harga-hp/apple-ipad-air-11-2025/;Apple iPad Air 11 (2025);Rp12.199.000;Liquid Retina IPS LCD 11.0 inci;Apple M3;128 GB / 256 GB / 512 GB / 1 TB;8 GB;Belakang 12 MP, Depan 12 MP;iPadOS 18.3.1;8.2
https://www.hallogsm.com/harga-hp/apple-ipad-2025/;Apple iPad (2025);Rp6.599.000;Liquid Retina IPS LCD 11.0 inci;Apple A16 Bionic (4 nm);128 GB / 256 GB / 512 GB;4 GB;Belakang Single 12 MP, Depan 12 MP;iPadOS 18.3.1;8
https://www.hallogsm.com/harga-hp/samsung-galaxy-f06-5g/;Samsung Galaxy F06 5G;Rp1.899.000;PLS LCD 6.7 inci;Mediatek Dimensity 6300 (6 nm);128 GB;4 GB / 6 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 15;7.6
https://www.hallogsm.com/harga-hp/vivo-y200-4g/;Vivo Y200 4G;Rp3.499.000;AMOLED 6.67 inci;Qualcomm SM6225 Snapdragon 685 (6 nm);128 GB / 256 GB;8 GB;Belakang Dual 50 MP + 2 MP, Depan 32 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/vivo-iqoo-z9-turbo-endurance-edition/;Vivo iQOO Z9 Turbo Endurance Edition;Rp4.099.000;AMOLED 6.78 inci;Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm);256 GB / 512 GB;12 GB / 16 GB;Belakang Dual 50 MP + 8 MP, Depan 16 MP;Android 14;8.6
https://www.hallogsm.com/harga-hp/vivo-v50/;Vivo V50;Rp6.999.000;AMOLED 6.67 inci;Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 50 MP + 50 MP, Depan 50 MP;Android 15;8
https://www.hallogsm.com/harga-hp/itel-power-70/;Itel Power 70;Rp1.329.000;IPS LCD 6.67 inci;Mediatek Helio G50 Ultimate;128 GB / 256 GB;4 GB / 6 GB / 8 GB;Belakang Single 13 MP, Depan 8 MP;Android 14;8
https://www.hallogsm.com/harga-hp/samsung-galaxy-a26/;Samsung Galaxy A26;Rp5.199.000;Super AMOLED 6.7 inci;Exynos 1380 (5 nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 13 MP;Android 15;8
https://www.hallogsm.com/harga-hp/samsung-galaxy-a36/;Samsung Galaxy A36;Rp5.199.000;Super AMOLED 6.7 inci;Qualcomm SM6475-AB Snapdragon 6 Gen 3 (4 nm);128 GB / 256 GB;6 GB / 8 GB / 12 GB;Belakang Triple 50 MP + 8 MP + 5 MP, Depan 12 MP;Android 15;8
https://www.hallogsm.com/harga-hp/samsung-galaxy-a56/;Samsung Galaxy A56;Rp8.299.000;Super AMOLED 6.7 inci;Exynos 1580 (4 nm);128 GB / 256 GB;8 GB;Belakang Triple 50 MP + 12 MP + 5 MP, Depan 12 MP;Android 15;8
https://www.hallogsm.com/harga-hp/xiaomi-15-ultra/;Xiaomi 15 Ultra;Rp16.999.000;LTPO AMOLED 6.73 inci;Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Quad 50 MP + 50 MP + 200 MP + 50 MP, Depan 32 MP;Android 15;8.4
https://www.hallogsm.com/harga-hp/realme-c75x/;Realme C75x;Rp2.199.000;IPS LCD 6.67 inci;Mediatek Helio G81 Ultra;128 GB;8 GB;Belakang Dual 50 MP + 0.08 MP, Depan 5 MP;Android 14;7.8
https://www.hallogsm.com/harga-hp/xiaomi-poco-m7/;Xiaomi Poco M7;Rp9.999.999;IPS LCD 6.88 inci;Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm);128 GB;4 GB / 6 GB;Belakang Single 50 MP, Depan 5 MP;Android 15;8
https://www.hallogsm.com/harga-hp/realme-neo7-se/;Realme Neo7 SE;Rp4.099.000;LTPO OLED 6.78 inci;Mediatek Dimensity 8400 Max (4 nm);256 GB / 512 GB;8 GB / 12 GB / 16 GB;Belakang Dual 50 MP + 8 MP, Depan 16 MP;Android 15;8.4
https://www.hallogsm.com/harga-hp/realme-neo-7x/;Realme Neo 7x;Rp2.999.000;AMOLED 6.67 inci;Qualcomm Snapdragon 6 Gen 4 (4 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang Single 50 MP, Depan 16 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/xiaomi-poco-x7/;Xiaomi Poco X7;Rp3.299.000;AMOLED 6.67 inci;Mediatek Dimensity 7300 Ultra (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 20 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/zte-nubia-v70-design/;ZTE Nubia V70 Design;Rp1.499.000;IPS LCD 6.7 inci;Unisoc T606 (12 nm);128 GB;8 GB;Belakang Dual 50 MP + 2 MP, Depan 16 MP;Android 14;7.6
https://www.hallogsm.com/harga-hp/zte-nubia-v70/;ZTE Nubia V70;Rp1.699.000;IPS LCD 6.7 inci;Octa-core 2.0 GHz;256 GB;8 GB;Belakang Triple 108 MP + 2 MP + 2 MP, Depan Dual 50 MP + TOF 3D;Android 14;7.8
https://www.hallogsm.com/harga-hp/realme-p3-pro-5g/;Realme P3 Pro 5G;Rp4.499.000;AMOLED 6.83 inci;Qualcomm SM7635 Snapdragon 7s Gen 3 (4 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 16 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/realme-p3x/;Realme P3x;Rp2.699.000;IPS LCD 6.72 inci;Mediatek Dimensity 6400 (6 nm);128 GB;6 GB / 8 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 15;8
https://www.hallogsm.com/harga-hp/samsung-galaxy-a06-5g/;Samsung Galaxy A06 5G;Rp2.399.000;PLS LCD 6.7 inci;Mediatek Dimensity 6300 (6 nm);64 GB / 128 GB;4 GB / 6 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 15;7.6
https://www.hallogsm.com/harga-hp/apple-iphone-16e/;Apple iPhone 16e;Rp11.099.000;Super Retina XDR OLED 6.1 inci;Apple A18 (3 nm);128 GB / 256 GB / 512 GB;8 GB;Belakang Single 48 MP, Depan 12 MP;iOS 18.4;8.4
https://www.hallogsm.com/harga-hp/hmd-aura-2/;HMD Aura 2;Rp1.799.000;IPS LCD 6.52 inci;Unisoc SC9863A (28 nm);256 GB;4 GB;Belakang Single 13 MP, Depan 5 MP;Android 14 (Go edition);8
https://www.hallogsm.com/harga-hp/infinix-smart-9-hd/;Infinix Smart 9 HD;Rp1.049.000;IPS LCD 6.7 inci;Mediatek Helio;64GB;3GB / 4GB;Belakang Dual 13 MP + auxiliary lens, Depan 8 MP;Android 14 (Go edition);8
https://www.hallogsm.com/harga-hp/asus-zenfone-12-ultra/;Asus Zenfone 12 Ultra;Rp17.999.000;LTPO AMOLED 6.78 inci;Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 50 MP + 32 MP + 13 MP, Depan 32 MP;Android 15;8.4
https://www.hallogsm.com/harga-hp/asus-rog-phone-9-fe/;Asus ROG Phone 9 FE;Rp14.299.000;LTPO AMOLED 6.78 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);256 GB;16 GB;Belakang Triple 50 MP + 13 MP + 5 MP, Depan 32 MP;Android 15;8
https://www.hallogsm.com/harga-hp/huawei-mate-x6/;Huawei Mate X6;Rp28.999.000;LTPO OLED 7.93 inci;Kirin 9020;256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 50 MP + 48 MP + 40 MP, Depan 8 MP + 8MP;HarmonyOS 4.3 / EMUI 15;8.4
https://www.hallogsm.com/harga-hp/xiaomi-redmi-note-14-pro-plus-5g/;Xiaomi Redmi Note 14 Pro+ 5G;Rp5.999.000;AMOLED 6.67 inci;Qualcomm SM7635 Snapdragon 7s Gen 3 (4 nm);256 GB / 512 GB;12 GB / 16 GB;Belakang Triple 200 MP + 8 MP + 2 MP, Depan 20 MP;Android 14;8.6
https://www.hallogsm.com/harga-hp/xiaomi-redmi-note-14-pro-5g/;Xiaomi Redmi Note 14 Pro 5G;Rp4.999.000;AMOLED 6.67 inci;Mediatek Dimensity 7300 Ultra (4 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang Triple 200 MP + 8 MP + 2 MP, Depan 20 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/xiaomi-redmi-note-14-pro-china/;Xiaomi Redmi Note 14 Pro (China);Rp3.099.000;AMOLED 6.67 inci;Mediatek Dimensity 7300 Ultra (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 20 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/vivo-y29-5g/;Vivo Y29 5G;Rp3.099.000;IPS LCD 6.68 inci;Mediatek Dimensity 6300 (6 nm);128 GB / 256 GB;4 GB / 6 GB / 8 GB;Belakang Dual 50 MP + 0.08 MP, Depan 8 MP;Android 14;7.6
https://www.hallogsm.com/harga-hp/honor-x8c/;Honor X8c;Rp3.399.000;AMOLED 6.7 inci;Qualcomm SM6225 Snapdragon 685 (6 nm);128 GB / 256 GB / 512 GB;6 GB / 8 GB;Belakang Dual 108 MP + 5 MP, Depan 50 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/oppo-reno13-f-5g/;Oppo Reno13 F 5G;Rp5.599.000;AMOLED 6.67 inci;Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm);256 GB / 512 GB;8 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 32 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/realme-14-pro-5g/;Realme 14 Pro 5G;Rp4.699.000;OLED 6.77 inci;Mediatek Dimensity 7300 Energy (4 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 16 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/samsung-galaxy-s25-ultra/;Samsung Galaxy S25 Ultra;Rp22.999.000;Dynamic LTPO AMOLED 2X 6.9 inci;Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);256 GB / 512 GB / 1 TB;12 GB;Belakang Quad 200 MP + 10 MP + 50 MP + 50 MP, Depan 12 MP;Android 15;8.8
https://www.hallogsm.com/harga-hp/samsung-galaxy-s25-plus/;Samsung Galaxy S25+;Rp17.999.000;Dynamic LTPO AMOLED 2X 6.7 inci;Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);256 GB / 512 GB;12 GB;Belakang Triple 50 MP + 10 MP + 12 MP, Depan 12 MP;Android 15;8.4
https://www.hallogsm.com/harga-hp/samsung-galaxy-s25/;Samsung Galaxy S25;Rp14.999.000;Dynamic LTPO AMOLED 2X 6.2 inci;Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);128 GB / 256 GB / 512 GB;12 GB;Belakang Triple 50 MP + 10 MP + 12 MP, Depan 12 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/xiaomi-redmi-note-14-china/;Xiaomi Redmi Note 14 (China);Rp2.399.000;OLED 6.67 inci;Mediatek Dimensity 7025 Ultra (6 nm);128 GB / 256 GB;6 GB / 8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 16 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/sharp-aquos-sense9/;Sharp Aquos Sense9;Rp6.199.000;LTPO IGZO OLED 6.1 inci;Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Dual 50 MP + 50 MP, Depan 32 MP;Android 14;7.6
https://www.hallogsm.com/harga-hp/motorola-moto-g-2025/;Motorola Moto G (2025);Rp3.199.000;IPS LCD 6.7 inci;Mediatek Dimensity 6300 (6 nm);64 GB / 128 GB;4 GB;Belakang Dual 50 MP + 2 MP, Depan 16 MP;Android 15;7.6
https://www.hallogsm.com/harga-hp/motorola-moto-g-power-2025/;Motorola Moto G Power (2025);Rp4.899.000;IPS LCD 6.8 inci;Mediatek Dimensity 6300 (6 nm);128 GB;8 GB;Belakang Dual 50 MP + 8 MP, Depan 16 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/vivo-y200-india/;Vivo Y200 (India);Rp3.899.000;AMOLED 6.67 inci;Qualcomm SM4375 Snapdragon 4 Gen 1 (6 nm);128 GB / 256 GB;8 GB;Belakang Dual 64 MP + 2 MP, Depan 16 MP;Android 13;8
https://www.hallogsm.com/harga-hp/xiaomi-redmi-turbo-4-pro/;Xiaomi Redmi Turbo 4 Pro;Rp4.699.000;AMOLED 6.83 inci;Qualcomm SM8735 Snapdragon 8s Gen 4 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Dual 50 MP + 8 MP, Depan 20 MP;Android 15;8.4
https://www.hallogsm.com/harga-hp/realme-14-pro/;Realme 14 Pro;Rp4.799.000;OLED 6.77 inci;Mediatek Dimensity 7300 Energy (4 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 16 MP;Android 15;8
https://www.hallogsm.com/harga-hp/realme-14-pro-plus/;Realme 14 Pro+;Rp5.799.000;AMOLED 6.83 inci;Qualcomm SM7635 Snapdragon 7s Gen 3 (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 50 MP + 50 MP + 8 MP, Depan 32 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/oneplus-13r/;OnePlus 13R;Rp8.199.000;LTPO 4.1 AMOLED 6.78 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB;12 GB / 16 GB;Belakang Triple 50 MP + 50 MP + 8 MP, Depan 16 MP;Android 15;8.4
https://www.hallogsm.com/harga-hp/oppo-reno13-f/;Oppo Reno13 F;Rp9.999.999;AMOLED 6.67 inci;Mediatek Helio G100 (6 nm);256 GB / 512 GB;8 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 32 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/xiaomi-redmi-14c-5g/;Xiaomi Redmi 14C 5G;Rp1.799.000;IPS LCD 6.88 inci;MediaTek Helio G81-Ultra (12 nm);64 GB / 128 GB;4 GB / 6 GB;Belakang Dual 50 MP + 0.08 MP, Depan 13 MP;Android 14;7.6
https://www.hallogsm.com/harga-hp/xiaomi-redmi-turbo-4/;Xiaomi Redmi Turbo 4;Rp4.499.000;AMOLED 6.67 inci;Mediatek Dimensity 8400 Ultra (4 nm);256 GB / 512 GB;12 GB / 16 GB;Belakang Dual 50 MP + 8 MP, Depan 20 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/hmd-key/;HMD Key;Rp1.199.000;IPS LCD 6.52 inci;Unisoc SC9863A (28 nm);32 GB;2 GB;Belakang 8 MP, Depan 5 MP;Android 14 (Go edition);7.4
https://www.hallogsm.com/harga-hp/vivo-y200-plus/;Vivo Y200+;Rp2.699.000;IPS LCD 6.68 inci;Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 5 MP;Android 14;7.8
https://www.hallogsm.com/harga-hp/huawei-enjoy-70x/;Huawei Enjoy 70X;Rp3.999.000;AMOLED 6.78 inci;Kirin 8000A;128 GB / 256 GB / 512 GB;Belum Diketahui;Belakang Dual 50 MP + 2 MP, Depan 8 MP;HarmonyOS 4.2;8
https://www.hallogsm.com/harga-hp/honor-magic7-lite/;Honor Magic7 Lite;Rp7.999.000;AMOLED 6.78 inci;Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm);256 GB / 512 GB;8 GB;Belakang Triple 108 MP + 5 MP + 2 MP, Depan 42 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/oppo-k12-plus/;Oppo K12 Plus;Rp4.299.000;AMOLED 6.7 inci;Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 50 MP + 8 MP, Depan 16 MP;Android 14;7.8
https://www.hallogsm.com/harga-hp/oppo-pad-3-pro/;Oppo Pad 3 Pro;Rp7.399.000;IPS LCD 12.1 inci;Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB / 1 TB;8 GB / 12 GB / 16 GB;Belakang 13 MP, Depan 8 MP;Android 14;7.6
https://www.hallogsm.com/harga-hp/oneplus-pad-3/;OnePlus Pad 3;Rp4.699.000;IPS LCD 11.61 inci;Mediatek Dimensity 8350 (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang 8 MP, Depan 8 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/oneplus-ace-5-pro/;OnePlus Ace 5 Pro;Rp7.599.000;LTPO AMOLED 6.78 inci;Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 16 MP;Android 15;8.4
https://www.hallogsm.com/harga-hp/oneplus-ace-5/;OnePlus Ace 5;Rp5.199.000;LTPO AMOLED 6.78 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 16 MP;Android 15;8.4
https://www.hallogsm.com/harga-hp/oppo-a5-pro/;Oppo A5 Pro;Rp4.499.000;AMOLED 6.7 inci;Mediatek Dimensity 7300 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 16 MP;Android 15;8
https://www.hallogsm.com/harga-hp/vivo-y29/;Vivo Y29;Rp2.399.000;IPS LCD 6.68 inci;Mediatek Dimensity 6300 (6 nm);128 GB / 256 GB;4 GB / 6 GB / 8 GB;Belakang Single 50 MP, Depan 8 MP;Android 14;8
https://www.hallogsm.com/harga-hp/xiaomi-poco-x7-pro/;Xiaomi Poco X7 Pro;Rp4.599.000;AMOLED 6.67 inci;Mediatek Dimensity 8400 Ultra (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 20 MP;Android 15;8
https://www.hallogsm.com/harga-hp/hmd-arc/;HMD Arc;Rp9.999.999;IPS LCD 6.52 inci;Unisoc SC9863A (28 nm);64GB;4 GB;Belakang Single 13 MP, Depan 5 MP;Android 14 (Go edition);7.6
https://www.hallogsm.com/harga-hp/realme-14x/;Realme 14x;Rp2.899.000;IPS LCD 6.67 inci;Mediatek Dimensity 6300 (6 nm);128 GB;6 GB / 8 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 14;7.8
https://www.hallogsm.com/harga-hp/honor-gt/;Honor GT;Rp4.899.000;AMOLED 6.7 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Dual 50 MP + 12 MP, Depan 16 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/xiaomi-poco-m7-pro-5g/;Xiaomi Poco M7 Pro 5G;Rp2.899.000;AMOLED 6.67 inci;Mediatek Dimensity 7025 Ultra (6 nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Dual 50 MP + 2 MP, Depan 20 MP;Android 14;8
https://www.hallogsm.com/harga-hp/motorola-moto-g15-power/;Motorola Moto G15 Power;Rp9.999.999;IPS LCD 6.72 inci;Mediatek Helio G81 Extreme (12 nm);512 GB;8 GB;Belakang Dual 50 MP + 5 MP, Depan 8 MP;Android 15;8
https://www.hallogsm.com/harga-hp/motorola-moto-g15/;Motorola Moto G15;Rp9.999.999;IPS LCD 6.72 inci;Mediatek Helio G81 Extreme (12 nm);512 GB;8 GB;Belakang Dual 50 MP + 5 MP, Depan 8 MP;Android 15;8
https://www.hallogsm.com/harga-hp/xiaomi-poco-c75-5g/;Xiaomi Poco C75 5G;Rp1.599.000;IPS LCD 6.88 inci;Qualcomm SM4635 Snapdragon 4s Gen 2 (4 nm);64GB;4 GB;Belakang Single 50 MP, Depan 8 MP;Android 14;8
https://www.hallogsm.com/harga-hp/apple-ipad-mini-2024/;Apple iPad Mini (2024);Rp9.499.000;Liquid Retina IPS LCD 8.3 inci;Apple A17 Pro (3 nm);128 GB / 256 GB / 512 GB;8 GB;Belakang 12 MP, Depan 12 MP;iPadOS 18;8.2
https://www.hallogsm.com/harga-hp/xiaomi-redmi-note-14-5g/;Xiaomi Redmi Note 14 5G;Rp3.199.000;OLED 6.67 inci;Mediatek Dimensity 7025 Ultra (6 nm);128 GB / 256 GB;6 GB / 8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 16 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/realme-neo7/;Realme Neo7;Rp4.699.000;LTPO AMOLED 6.78 inci;Mediatek Dimensity 9300+ (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Dual 50 MP + 8 MP, Depan 16 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/realme-note-60x/;Realme Note 60x;Rp1.199.000;IPS LCD 6.74 inci;Unisoc Tiger T612 (12 nm);64 GB;4 GB;Belakang Dual 8 MP + 0.08 MP, Depan 5 MP;Android 14;7.6
https://www.hallogsm.com/harga-hp/honor-300-pro/;Honor 300 Pro;Rp7.499.000;AMOLED 6.78 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB;12 GB / 16 GB;Belakang Triple 50 MP + 50 MP + 50 MP, Depan Dual 50 MP + 2 MP;Android 15;8.4
https://www.hallogsm.com/harga-hp/tecno-megapad-11/;Tecno Megapad 11;Rp9.999.999;IPS LCD 11.0 inci;Mediatek Helio G99 (6 nm);128 GB / 256 GB;8 GB;Belakang 13 MP, Depan 2 MP;Android 14;7.6
https://www.hallogsm.com/harga-hp/vivo-iqoo-neo10-pro/;Vivo iQOO Neo10 Pro;Rp8.399.000;LTPO AMOLED 6.78 inci;Mediatek Dimensity 9400 (3 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Dual 50 MP + 8 MP, Depan 16 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/vivo-iqoo-neo10/;Vivo iQOO Neo10;Rp5.099.000;LTPO AMOLED 6.78 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Dual 50 MP + 8 MP, Depan 16 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/honor-300-ultra/;Honor 300 Ultra;Rp9.199.000;AMOLED 6.78 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 50 MP + 50 MP + 12 MP, Depan 50 MP + 2MP;Android 15;8.6
